chr	start	stop	ATpct	GCpct
Pa1A	92000000	94000000	0.541538	0.458461
Pa1A	94000000	96000000	0.548362	0.451638
Pa1A	96000000	98000000	0.533298	0.466702
Pa1A	98000000	100000000	0.531847	0.468154
Pa1A	100000000	102000000	0.548436	0.451564
Pa1A	102000000	104000000	0.539541	0.460460
Pa1A	104000000	106000000	0.557149	0.442852
Pa1A	106000000	108000000	0.564748	0.435252
Pa1A	108000000	110000000	0.563248	0.436752
Pa1A	110000000	112000000	0.553895	0.446106
Pa1A	112000000	114000000	0.553678	0.446322
Pa1A	114000000	116000000	0.548129	0.451871
Pa1A	116000000	118000000	0.547353	0.452647
Pa1A	118000000	120000000	0.549466	0.450534
Pa1A	120000000	122000000	0.543786	0.456214
Pa1A	122000000	124000000	0.557567	0.442434
Pa1A	124000000	126000000	0.542533	0.457467
Pa1A	126000000	128000000	0.532800	0.467200
Pa1A	128000000	130000000	0.551006	0.448994
Pa1A	130000000	132000000	0.558078	0.441922
Pa1A	132000000	134000000	0.563870	0.436130
Pa1A	134000000	136000000	0.518095	0.481905
Pa1A	136000000	138000000	0.510342	0.489657
Pa1A	138000000	140000000	0.541607	0.458393
Pa1A	140000000	142000000	0.556695	0.443305
Pa1A	142000000	144000000	0.544997	0.455003
Pa1A	144000000	146000000	0.549945	0.450055
Pa1A	146000000	148000000	0.545168	0.454832
Pa1A	148000000	150000000	0.539530	0.460470
Pa1A	150000000	152000000	0.548675	0.451326
Pa1A	152000000	154000000	0.555986	0.444014
Pa1A	154000000	156000000	0.543396	0.456603
Pa1A	156000000	158000000	0.553588	0.446412
Pa1A	158000000	160000000	0.546031	0.453969
Pa1A	160000000	162000000	0.526627	0.473373
Pa1A	162000000	164000000	0.541696	0.458304
Pa1A	164000000	166000000	0.543194	0.456807
Pa1A	166000000	168000000	0.554236	0.445765
Pa1A	168000000	170000000	0.559164	0.440836
Pa1A	170000000	172000000	0.560330	0.439670
Pa1A	172000000	174000000	0.546170	0.453831
Pa1A	174000000	176000000	0.562239	0.437761
Pa1A	176000000	178000000	0.542916	0.457084
Pa1A	178000000	180000000	0.542852	0.457148
Pa1A	180000000	182000000	0.544331	0.455669
Pa1A	182000000	184000000	0.544784	0.455216
Pa1A	184000000	186000000	0.547827	0.452172
Pa1A	186000000	188000000	0.598881	0.401118
Pa1A	188000000	190000000	0.538396	0.461604
Pa1A	190000000	192000000	0.545839	0.454161
Pa1A	192000000	194000000	0.548536	0.451463
Pa1A	194000000	196000000	0.551844	0.448157
Pa1A	196000000	198000000	0.551832	0.448168
Pa1A	198000000	200000000	0.550732	0.449268
Pa1A	200000000	202000000	0.544554	0.455445
Pa1A	202000000	204000000	0.555381	0.444620
Pa1A	204000000	206000000	0.544397	0.455602
Pa1A	206000000	208000000	0.546936	0.453064
Pa1A	208000000	210000000	0.542761	0.457239
Pa1A	210000000	212000000	0.542961	0.457039
Pa1A	212000000	214000000	0.559997	0.440003
Pa1A	214000000	216000000	0.546196	0.453804
Pa1A	216000000	218000000	0.528610	0.471390
Pa1A	218000000	220000000	0.516706	0.483294
Pa1A	220000000	222000000	0.520745	0.479255
Pa1A	222000000	224000000	0.544195	0.455804
Pa1A	224000000	226000000	0.548069	0.451931
Pa1A	226000000	228000000	0.537264	0.462736
Pa1A	228000000	230000000	0.546290	0.453710
Pa1A	230000000	232000000	0.562276	0.437723
Pa1A	232000000	234000000	0.549088	0.450912
Pa1A	234000000	236000000	0.543297	0.456704
Pa1A	236000000	238000000	0.541035	0.458966
Pa1A	238000000	240000000	0.538885	0.461115
Pa1A	240000000	242000000	0.540933	0.459067
Pa1A	242000000	244000000	0.546203	0.453797
Pa1A	244000000	246000000	0.545132	0.454868
Pa1A	246000000	248000000	0.543410	0.456591
Pa1A	248000000	250000000	0.546952	0.453048
Pa1A	250000000	252000000	0.532514	0.467486
Pa1A	252000000	254000000	0.533332	0.466668
Pa1A	254000000	256000000	0.543465	0.456535
Pa1A	256000000	258000000	0.533279	0.466721
Pa1A	258000000	260000000	0.538652	0.461347
Pa1A	260000000	262000000	0.545379	0.454621
Pa1A	262000000	264000000	0.540995	0.459005
Pa1A	264000000	266000000	0.530262	0.469738
Pa1A	266000000	268000000	0.529473	0.470526
Pa1A	268000000	270000000	0.540322	0.459679
Pa1A	270000000	272000000	0.535707	0.464293
Pa1A	272000000	274000000	0.546516	0.453483
Pa1A	274000000	276000000	0.541221	0.458779
Pa1A	276000000	278000000	0.539630	0.460371
Pa1A	278000000	280000000	0.540614	0.459386
Pa1A	280000000	282000000	0.540770	0.459231
Pa1A	282000000	284000000	0.533787	0.466213
Pa1A	284000000	286000000	0.545555	0.454444
Pa1A	286000000	288000000	0.529999	0.470001
Pa1A	288000000	290000000	0.543172	0.456828
Pa1A	290000000	292000000	0.543401	0.456600
Pa1A	292000000	294000000	0.542803	0.457197
Pa1A	294000000	296000000	0.540267	0.459733
Pa1A	296000000	298000000	0.544132	0.455867
Pa1A	298000000	300000000	0.540380	0.459619
Pa1A	300000000	302000000	0.545974	0.454026
Pa1A	302000000	304000000	0.538639	0.461361
Pa1A	304000000	306000000	0.534760	0.465241
Pa1A	306000000	308000000	0.529665	0.470336
Pa1A	308000000	310000000	0.548328	0.451672
Pa1A	310000000	312000000	0.545712	0.454287
Pa1A	312000000	314000000	0.540632	0.459368
Pa1A	314000000	316000000	0.543198	0.456802
Pa1A	316000000	318000000	0.544283	0.455717
Pa1A	318000000	320000000	0.542747	0.457253
Pa1A	320000000	320692588	0.536784	0.463072
Pa1B	0	2000000	0.553182	0.446768
Pa1B	2000000	4000000	0.557193	0.442807
Pa1B	4000000	6000000	0.551793	0.448207
Pa1B	6000000	8000000	0.538143	0.461807
Pa1B	8000000	10000000	0.550951	0.449049
Pa1B	10000000	12000000	0.549707	0.450294
Pa1B	12000000	14000000	0.546992	0.453008
Pa1B	14000000	16000000	0.546511	0.453489
Pa1B	16000000	18000000	0.533273	0.466727
Pa1B	18000000	20000000	0.547723	0.452277
Pa1B	20000000	22000000	0.532678	0.467321
Pa1B	22000000	24000000	0.542310	0.457691
Pa1B	24000000	26000000	0.537636	0.462364
Pa1B	26000000	28000000	0.547368	0.452632
Pa1B	28000000	30000000	0.536141	0.463859
Pa1B	30000000	32000000	0.520689	0.479311
Pa1B	32000000	34000000	0.532850	0.467150
Pa1B	34000000	36000000	0.537704	0.462296
Pa1B	36000000	38000000	0.547312	0.452688
Pa1B	38000000	40000000	0.528607	0.471393
Pa1B	40000000	42000000	0.545647	0.454353
Pa1B	42000000	44000000	0.529630	0.470371
Pa1B	44000000	46000000	0.539268	0.460732
Pa1B	46000000	48000000	0.537013	0.462988
Pa1B	48000000	50000000	0.540154	0.459846
Pa1B	50000000	52000000	0.530434	0.469566
Pa1B	52000000	54000000	0.539350	0.460650
Pa1B	54000000	56000000	0.534016	0.465934
Pa1B	56000000	58000000	0.539374	0.460627
Pa1B	58000000	60000000	0.547921	0.452078
Pa1B	60000000	62000000	0.546143	0.453857
Pa1B	62000000	64000000	0.544918	0.455083
Pa1B	64000000	66000000	0.550821	0.449178
Pa1B	66000000	68000000	0.550532	0.449468
Pa1B	68000000	70000000	0.539330	0.460671
Pa1B	70000000	72000000	0.542314	0.457687
Pa1B	72000000	74000000	0.542604	0.457396
Pa1B	74000000	76000000	0.549463	0.450537
Pa1B	76000000	78000000	0.544959	0.455041
Pa1B	78000000	80000000	0.550626	0.449374
Pa1B	80000000	82000000	0.536198	0.463802
Pa1B	82000000	84000000	0.536705	0.463295
Pa1B	84000000	86000000	0.547776	0.452224
Pa1B	86000000	88000000	0.549084	0.450915
Pa1B	88000000	90000000	0.552185	0.447815
Pa1B	90000000	92000000	0.539101	0.460900
Pa1B	92000000	94000000	0.547280	0.452720
Pa1B	94000000	96000000	0.540263	0.459736
Pa1B	96000000	98000000	0.547760	0.452190
Pa1B	98000000	98219837	0.544103	0.455897
Pa2A	0	2000000	0.549651	0.450349
Pa2A	2000000	4000000	0.541978	0.457972
Pa2A	4000000	6000000	0.546284	0.453716
Pa2A	6000000	8000000	0.549745	0.450205
Pa2A	8000000	10000000	0.545548	0.454452
Pa2A	10000000	12000000	0.535586	0.464415
Pa2A	12000000	14000000	0.550730	0.449270
Pa2A	14000000	16000000	0.531017	0.468933
Pa2A	16000000	18000000	0.543218	0.456782
Pa2A	18000000	20000000	0.541690	0.458311
Pa2A	20000000	22000000	0.537839	0.462160
Pa2A	22000000	24000000	0.533449	0.466552
Pa2A	24000000	26000000	0.544020	0.455979
Pa2A	26000000	28000000	0.538505	0.461495
Pa2A	28000000	30000000	0.542036	0.457964
Pa2A	30000000	32000000	0.546531	0.453469
Pa2A	32000000	34000000	0.557405	0.442594
Pa2A	34000000	36000000	0.557430	0.442570
Pa2A	36000000	38000000	0.538344	0.461656
Pa2A	38000000	40000000	0.538036	0.461964
Pa2A	40000000	42000000	0.540314	0.459686
Pa2A	42000000	44000000	0.538530	0.461470
Pa2A	44000000	46000000	0.542534	0.457467
Pa2A	46000000	48000000	0.542394	0.457606
Pa2A	48000000	50000000	0.546765	0.453235
Pa2A	50000000	52000000	0.545411	0.454589
Pa2A	52000000	54000000	0.543982	0.456018
Pa2A	54000000	56000000	0.540452	0.459548
Pa2A	56000000	58000000	0.550112	0.449888
Pa2A	58000000	60000000	0.543231	0.456769
Pa2A	60000000	62000000	0.539968	0.460032
Pa2A	62000000	64000000	0.541700	0.458301
Pa2A	64000000	66000000	0.538619	0.461381
Pa2A	66000000	68000000	0.533276	0.466724
Pa2A	68000000	70000000	0.537785	0.462214
Pa2A	70000000	72000000	0.541136	0.458864
Pa2A	72000000	74000000	0.549110	0.450889
Pa2A	74000000	76000000	0.548626	0.451375
Pa2A	76000000	78000000	0.553379	0.446621
Pa2A	78000000	80000000	0.539316	0.460685
Pa2A	80000000	82000000	0.534107	0.465893
Pa2A	82000000	84000000	0.535115	0.464884
Pa2A	84000000	86000000	0.542081	0.457920
Pa2A	86000000	88000000	0.535957	0.464043
Pa2A	88000000	90000000	0.538182	0.461818
Pa2A	90000000	92000000	0.547777	0.452224
Pa2A	92000000	94000000	0.552934	0.447066
Pa2A	94000000	96000000	0.551807	0.448193
Pa2A	96000000	98000000	0.554767	0.445233
Pa2A	98000000	100000000	0.557069	0.442881
Pa2A	100000000	102000000	0.538319	0.461681
Pa2A	102000000	104000000	0.553018	0.446982
Pa2A	104000000	106000000	0.556252	0.443747
Pa2A	106000000	108000000	0.542908	0.457092
Pa2A	108000000	110000000	0.552460	0.447540
Pa2A	110000000	112000000	0.538508	0.461492
Pa2A	112000000	114000000	0.538682	0.461318
Pa2A	114000000	116000000	0.547208	0.452792
Pa2A	116000000	118000000	0.548066	0.451934
Pa2A	118000000	120000000	0.547521	0.452479
Pa2A	120000000	122000000	0.558351	0.441649
Pa2A	122000000	124000000	0.543782	0.456218
Pa2A	124000000	126000000	0.549493	0.450507
Pa2A	126000000	128000000	0.560445	0.439555
Pa2A	128000000	130000000	0.561535	0.438465
Pa2A	130000000	132000000	0.546148	0.453851
Pa2A	132000000	134000000	0.559146	0.440854
Pa2A	134000000	136000000	0.551665	0.448334
Pa2A	136000000	138000000	0.540965	0.459035
Pa2A	138000000	140000000	0.546223	0.453777
Pa2A	140000000	142000000	0.549224	0.450776
Pa2A	142000000	144000000	0.549684	0.450316
Pa2A	144000000	146000000	0.541686	0.458313
Pa2A	146000000	148000000	0.553528	0.446472
Pa2A	148000000	150000000	0.549128	0.450872
Pa2A	150000000	152000000	0.563070	0.436930
Pa2A	152000000	154000000	0.555731	0.444270
Pa2A	154000000	156000000	0.544237	0.455763
Pa2A	156000000	158000000	0.556940	0.443060
Pa2A	158000000	160000000	0.558127	0.441873
Pa2A	160000000	162000000	0.538295	0.461705
Pa2A	162000000	164000000	0.545880	0.454120
Pa2A	164000000	166000000	0.546975	0.453025
Pa2A	166000000	168000000	0.533644	0.466356
Pa2A	168000000	170000000	0.530411	0.469588
Pa2A	170000000	172000000	0.512626	0.487375
Pa2A	172000000	174000000	0.540169	0.459832
Pa2A	174000000	176000000	0.545855	0.454145
Pa2A	176000000	178000000	0.536982	0.463019
Pa2A	178000000	180000000	0.545638	0.454362
Pa2A	180000000	182000000	0.563937	0.436063
Pa2A	182000000	184000000	0.539520	0.460480
Pa2A	184000000	186000000	0.552094	0.447906
Pa2A	186000000	188000000	0.542811	0.457189
Pa2A	188000000	190000000	0.541685	0.458315
Pa2A	190000000	192000000	0.540052	0.459947
Pa2A	192000000	194000000	0.542998	0.457002
Pa2A	194000000	196000000	0.540313	0.459687
Pa2A	196000000	198000000	0.538878	0.461122
Pa2A	198000000	200000000	0.539361	0.460639
Pa2A	200000000	202000000	0.550413	0.449587
Pa2A	202000000	204000000	0.551400	0.448599
Pa2A	204000000	206000000	0.530258	0.469743
Pa2A	206000000	208000000	0.528253	0.471747
Pa2A	208000000	210000000	0.537143	0.462858
Pa2A	210000000	212000000	0.542889	0.457110
Pa2A	212000000	214000000	0.539389	0.460611
Pa2A	214000000	216000000	0.542953	0.457047
Pa2A	216000000	218000000	0.531763	0.468237
Pa2A	218000000	220000000	0.538399	0.461601
Pa2A	220000000	222000000	0.544351	0.455649
Pa2A	222000000	224000000	0.546091	0.453909
Pa2A	224000000	226000000	0.538846	0.461154
Pa2A	226000000	228000000	0.532632	0.467368
Pa2A	228000000	230000000	0.534994	0.465006
Pa2A	230000000	232000000	0.540851	0.459150
Pa2A	232000000	234000000	0.537793	0.462207
Pa2A	234000000	236000000	0.540495	0.459505
Pa2A	236000000	238000000	0.544329	0.455671
Pa2A	238000000	240000000	0.538031	0.461969
Pa2A	240000000	242000000	0.538469	0.461531
Pa2A	242000000	244000000	0.537060	0.462940
Pa2A	244000000	246000000	0.537754	0.462245
Pa2A	246000000	248000000	0.539481	0.460519
Pa2A	248000000	250000000	0.545230	0.454770
Pa2A	250000000	252000000	0.546368	0.453632
Pa2A	252000000	254000000	0.545336	0.454664
Pa2A	254000000	256000000	0.543214	0.456786
Pa2A	256000000	258000000	0.538276	0.461674
Pa2A	258000000	260000000	0.544258	0.455642
Pa2A	260000000	262000000	0.544758	0.455191
Pa2A	262000000	264000000	0.541263	0.458737
Pa2A	264000000	264562364	0.536357	0.463287
Pa2B	0	2000000	0.549225	0.450775
Pa2B	2000000	4000000	0.550542	0.449459
Pa2B	4000000	6000000	0.550734	0.449266
Pa2B	6000000	8000000	0.553568	0.446431
Pa2B	8000000	10000000	0.542639	0.457311
Pa2B	10000000	12000000	0.548573	0.451427
Pa2B	12000000	14000000	0.544949	0.455050
Pa2B	14000000	16000000	0.546582	0.453418
Pa2B	16000000	18000000	0.551599	0.448401
Pa2B	18000000	20000000	0.545284	0.454716
Pa2B	20000000	22000000	0.536400	0.463600
Pa2B	22000000	24000000	0.548177	0.451823
Pa2B	24000000	26000000	0.544101	0.455898
Pa2B	26000000	28000000	0.539707	0.460292
Pa2B	28000000	30000000	0.542581	0.457419
Pa2B	30000000	32000000	0.547381	0.452619
Pa2B	32000000	34000000	0.548823	0.451177
Pa2B	34000000	36000000	0.544984	0.455016
Pa2B	36000000	38000000	0.543730	0.456270
Pa2B	38000000	40000000	0.551944	0.448056
Pa2B	40000000	42000000	0.546381	0.453618
Pa2B	42000000	44000000	0.544328	0.455672
Pa2B	44000000	46000000	0.542017	0.457983
Pa2B	46000000	48000000	0.547125	0.452875
Pa2B	48000000	50000000	0.529367	0.470633
Pa2B	50000000	52000000	0.539674	0.460326
Pa2B	52000000	54000000	0.533414	0.466587
Pa2B	54000000	56000000	0.530845	0.469155
Pa2B	56000000	58000000	0.528986	0.471014
Pa2B	58000000	60000000	0.528200	0.471800
Pa2B	60000000	62000000	0.522080	0.477919
Pa2B	62000000	64000000	0.520877	0.479123
Pa2B	64000000	66000000	0.519367	0.480633
Pa2B	66000000	68000000	0.522737	0.477263
Pa2B	68000000	70000000	0.524967	0.475033
Pa2B	70000000	72000000	0.519768	0.480231
Pa2B	72000000	74000000	0.530373	0.469627
Pa2B	74000000	76000000	0.492822	0.507128
Pa2B	76000000	78000000	0.504386	0.495613
Pa2B	78000000	80000000	0.516205	0.483795
Pa2B	80000000	82000000	0.529954	0.470046
Pa2B	82000000	84000000	0.536052	0.463948
Pa2B	84000000	86000000	0.534653	0.465346
Pa2B	86000000	88000000	0.541056	0.458944
Pa2B	88000000	90000000	0.531373	0.468627
Pa2B	90000000	92000000	0.547224	0.452776
Pa2B	92000000	94000000	0.525103	0.474897
Pa2B	94000000	96000000	0.519176	0.480824
Pa2B	96000000	98000000	0.531763	0.468237
Pa2B	98000000	100000000	0.543091	0.456908
Pa2B	100000000	102000000	0.537874	0.462126
Pa2B	102000000	104000000	0.539764	0.460187
Pa2B	104000000	106000000	0.538040	0.461960
Pa2B	106000000	108000000	0.541076	0.458924
Pa2B	108000000	110000000	0.545173	0.454827
Pa2B	110000000	112000000	0.542350	0.457649
Pa2B	112000000	114000000	0.531967	0.468033
Pa2B	114000000	116000000	0.541394	0.458606
Pa2B	116000000	118000000	0.534398	0.465602
Pa2B	118000000	120000000	0.548374	0.451626
Pa2B	120000000	122000000	0.545492	0.454508
Pa2B	122000000	124000000	0.544212	0.455788
Pa2B	124000000	126000000	0.547812	0.452188
Pa2B	126000000	128000000	0.551659	0.448341
Pa2B	128000000	130000000	0.545127	0.454873
Pa2B	130000000	132000000	0.549528	0.450471
Pa2B	132000000	134000000	0.539194	0.460806
Pa2B	134000000	136000000	0.533828	0.466172
Pa2B	136000000	138000000	0.550249	0.449751
Pa2B	138000000	140000000	0.546979	0.453021
Pa2B	140000000	142000000	0.544321	0.455679
Pa2B	142000000	144000000	0.540464	0.459536
Pa2B	144000000	145879171	0.532200	0.467640
Pa3A	0	2000000	0.536296	0.463654
Pa3A	2000000	4000000	0.549058	0.450792
Pa3A	4000000	6000000	0.543847	0.456053
Pa3A	6000000	8000000	0.538696	0.461255
Pa3A	8000000	10000000	0.548096	0.451903
Pa3A	10000000	12000000	0.542854	0.457146
Pa3A	12000000	14000000	0.536949	0.463051
Pa3A	14000000	16000000	0.546692	0.453308
Pa3A	16000000	18000000	0.545844	0.454156
Pa3A	18000000	20000000	0.543600	0.456400
Pa3A	20000000	22000000	0.539748	0.460252
Pa3A	22000000	24000000	0.533373	0.466627
Pa3A	24000000	26000000	0.531306	0.468694
Pa3A	26000000	28000000	0.536224	0.463776
Pa3A	28000000	30000000	0.548663	0.451337
Pa3A	30000000	32000000	0.541369	0.458631
Pa3A	32000000	34000000	0.552038	0.447962
Pa3A	34000000	36000000	0.544334	0.455667
Pa3A	36000000	38000000	0.541996	0.458004
Pa3A	38000000	40000000	0.534801	0.465198
Pa3A	40000000	42000000	0.547013	0.452987
Pa3A	42000000	44000000	0.515989	0.484010
Pa3A	44000000	46000000	0.547545	0.452455
Pa3A	46000000	48000000	0.552594	0.447406
Pa3A	48000000	50000000	0.544263	0.455737
Pa3A	50000000	52000000	0.545379	0.454621
Pa3A	52000000	54000000	0.543334	0.456666
Pa3A	54000000	56000000	0.555197	0.444804
Pa3A	56000000	58000000	0.550579	0.449421
Pa3A	58000000	60000000	0.541251	0.458748
Pa3A	60000000	62000000	0.539334	0.460667
Pa3A	62000000	64000000	0.542139	0.457861
Pa3A	64000000	66000000	0.535020	0.464979
Pa3A	66000000	68000000	0.527401	0.472599
Pa3A	68000000	70000000	0.530322	0.469678
Pa3A	70000000	72000000	0.526652	0.473348
Pa3A	72000000	74000000	0.535267	0.464732
Pa3A	74000000	76000000	0.532832	0.467168
Pa3A	76000000	78000000	0.528292	0.471707
Pa3A	78000000	80000000	0.542874	0.457126
Pa3A	80000000	82000000	0.545178	0.454822
Pa3A	82000000	84000000	0.556544	0.443455
Pa3A	84000000	86000000	0.549430	0.450570
Pa3A	86000000	88000000	0.550526	0.449474
Pa3A	88000000	90000000	0.549678	0.450322
Pa3A	90000000	92000000	0.539580	0.460420
Pa3A	92000000	94000000	0.538850	0.461150
Pa3A	94000000	96000000	0.543488	0.456512
Pa3A	96000000	98000000	0.539496	0.460505
Pa3A	98000000	100000000	0.536009	0.463991
Pa3A	100000000	102000000	0.546901	0.453099
Pa3A	102000000	104000000	0.548931	0.451070
Pa3A	104000000	106000000	0.538166	0.461834
Pa3A	106000000	108000000	0.539456	0.460544
Pa3A	108000000	110000000	0.547570	0.452430
Pa3A	110000000	112000000	0.552083	0.447917
Pa3A	112000000	114000000	0.545304	0.454695
Pa3A	114000000	116000000	0.548571	0.451429
Pa3A	116000000	118000000	0.534130	0.465870
Pa3A	118000000	120000000	0.533724	0.466276
Pa3A	120000000	122000000	0.539356	0.460645
Pa3A	122000000	124000000	0.543073	0.456928
Pa3A	124000000	126000000	0.546440	0.453460
Pa3A	126000000	128000000	0.534120	0.465730
Pa3A	128000000	130000000	0.550889	0.449061
Pa3A	130000000	132000000	0.541551	0.458450
Pa3A	132000000	134000000	0.544381	0.455569
Pa3A	134000000	134099696	0.514665	0.485335
Pa3B	0	2000000	0.541942	0.458008
Pa3B	2000000	4000000	0.539641	0.460309
Pa3B	4000000	6000000	0.551056	0.448944
Pa3B	6000000	8000000	0.554980	0.445020
Pa3B	8000000	10000000	0.545911	0.454089
Pa3B	10000000	12000000	0.546171	0.453829
Pa3B	12000000	14000000	0.553556	0.446444
Pa3B	14000000	16000000	0.546872	0.453128
Pa3B	16000000	18000000	0.544804	0.455196
Pa3B	18000000	20000000	0.547211	0.452789
Pa3B	20000000	22000000	0.540244	0.459756
Pa3B	22000000	24000000	0.537759	0.462241
Pa3B	24000000	26000000	0.518956	0.480994
Pa3B	26000000	28000000	0.545087	0.454913
Pa3B	28000000	30000000	0.539254	0.460746
Pa3B	30000000	32000000	0.527475	0.472525
Pa3B	32000000	34000000	0.534564	0.465436
Pa3B	34000000	36000000	0.550445	0.449555
Pa3B	36000000	38000000	0.538876	0.461124
Pa3B	38000000	40000000	0.535741	0.464259
Pa3B	40000000	42000000	0.542220	0.457779
Pa3B	42000000	44000000	0.523818	0.476182
Pa3B	44000000	46000000	0.531313	0.468686
Pa3B	46000000	48000000	0.526549	0.473451
Pa3B	48000000	50000000	0.533421	0.466579
Pa3B	50000000	52000000	0.542141	0.457809
Pa3B	52000000	54000000	0.544815	0.455185
Pa3B	54000000	56000000	0.547535	0.452466
Pa3B	56000000	58000000	0.540608	0.459392
Pa3B	58000000	60000000	0.543935	0.456066
Pa3B	60000000	62000000	0.545627	0.454373
Pa3B	62000000	64000000	0.540725	0.459275
Pa3B	64000000	66000000	0.553095	0.446905
Pa3B	66000000	68000000	0.555821	0.444178
Pa3B	68000000	70000000	0.546516	0.453485
Pa3B	70000000	72000000	0.546902	0.453097
Pa3B	72000000	74000000	0.553340	0.446660
Pa3B	74000000	76000000	0.545137	0.454863
Pa3B	76000000	78000000	0.543514	0.456486
Pa3B	78000000	80000000	0.546519	0.453481
Pa3B	80000000	82000000	0.548481	0.451470
Pa3B	82000000	84000000	0.554353	0.445648
Pa3B	84000000	85806877	0.545501	0.454499
Pa4A	0	2000000	0.551313	0.448537
Pa4A	2000000	4000000	0.547363	0.452387
Pa4A	4000000	6000000	0.545439	0.454560
Pa4A	6000000	8000000	0.535133	0.464866
Pa4A	8000000	10000000	0.538596	0.461404
Pa4A	10000000	12000000	0.548091	0.451909
Pa4A	12000000	14000000	0.528172	0.471828
Pa4A	14000000	16000000	0.551156	0.448844
Pa4A	16000000	18000000	0.546824	0.453176
Pa4A	18000000	20000000	0.553672	0.446328
Pa4A	20000000	22000000	0.549156	0.450794
Pa4A	22000000	24000000	0.553482	0.446519
Pa4A	24000000	26000000	0.544428	0.455572
Pa4A	26000000	28000000	0.549459	0.450541
Pa4A	28000000	30000000	0.539692	0.460308
Pa4A	30000000	32000000	0.534589	0.465411
Pa4A	32000000	34000000	0.548643	0.451358
Pa4A	34000000	36000000	0.542218	0.457782
Pa4A	36000000	38000000	0.555507	0.444494
Pa4A	38000000	40000000	0.559317	0.440633
Pa4A	40000000	42000000	0.541030	0.458921
Pa4A	42000000	44000000	0.558458	0.441542
Pa4A	44000000	46000000	0.545514	0.454486
Pa4A	46000000	48000000	0.556605	0.443395
Pa4A	48000000	50000000	0.534747	0.465254
Pa4A	50000000	52000000	0.540887	0.459113
Pa4A	52000000	54000000	0.542700	0.457301
Pa4A	54000000	56000000	0.547556	0.452444
Pa4A	56000000	58000000	0.548984	0.451016
Pa4A	58000000	60000000	0.561409	0.438591
Pa4A	60000000	62000000	0.542324	0.457675
Pa4A	62000000	64000000	0.541982	0.458017
Pa4A	64000000	66000000	0.534649	0.465351
Pa4A	66000000	68000000	0.542975	0.457025
Pa4A	68000000	70000000	0.549294	0.450706
Pa4A	70000000	72000000	0.540518	0.459482
Pa4A	72000000	74000000	0.538231	0.461769
Pa4A	74000000	76000000	0.540164	0.459835
Pa4A	76000000	78000000	0.547917	0.452083
Pa4A	78000000	80000000	0.542113	0.457888
Pa4A	80000000	82000000	0.536166	0.463834
Pa4A	82000000	84000000	0.542412	0.457588
Pa4A	84000000	86000000	0.544780	0.455220
Pa4A	86000000	88000000	0.548526	0.451474
Pa4A	88000000	90000000	0.545133	0.454868
Pa4A	90000000	92000000	0.540608	0.459342
Pa4A	92000000	94000000	0.546318	0.453582
Pa4A	94000000	96000000	0.541930	0.457920
Pa4A	96000000	98000000	0.542351	0.457648
Pa4A	98000000	99333895	0.538695	0.460931
Pa4B	0	2000000	0.541062	0.458937
Pa4B	2000000	4000000	0.547841	0.452159
Pa4B	4000000	6000000	0.552215	0.447785
Pa4B	6000000	8000000	0.555522	0.444478
