#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc
Chr1A_a	44500000	45000000	0.512942	0.487058
Chr1A_a	45000000	45500000	0.553412	0.446588
Chr1A_a	45500000	46000000	0.545710	0.454290
Chr1A_a	46000000	46500000	0.538884	0.461116
Chr1A_a	46500000	47000000	0.564950	0.435050
Chr1A_a	47000000	47500000	0.537036	0.462964
Chr1A_a	47500000	48000000	0.542640	0.457360
Chr1A_a	48000000	48500000	0.543496	0.456504
Chr1A_a	48500000	49000000	0.552790	0.447210
Chr1A_a	49000000	49500000	0.550762	0.449238
Chr1A_a	49500000	50000000	0.556852	0.443148
Chr1A_a	50000000	50500000	0.538532	0.461468
Chr1A_a	50500000	51000000	0.544168	0.455832
Chr1A_a	51000000	51500000	0.549352	0.450648
Chr1A_a	51500000	52000000	0.525810	0.474190
Chr1A_a	52000000	52500000	0.553048	0.446952
Chr1A_a	52500000	53000000	0.578336	0.421664
Chr1A_a	53000000	53500000	0.526120	0.473880
Chr1A_a	53500000	54000000	0.521074	0.478926
Chr1A_a	54000000	54500000	0.539078	0.460922
Chr1A_a	54500000	55000000	0.555636	0.444364
Chr1A_a	55000000	55500000	0.525906	0.474094
Chr1A_a	55500000	56000000	0.547550	0.452450
Chr1A_a	56000000	56500000	0.517394	0.482606
Chr1A_a	56500000	57000000	0.532368	0.467632
Chr1A_a	57000000	57500000	0.546800	0.453200
Chr1A_a	57500000	58000000	0.534492	0.465508
Chr1A_a	58000000	58500000	0.556604	0.443396
Chr1A_a	58500000	59000000	0.567988	0.432012
Chr1A_a	59000000	59500000	0.565228	0.434772
Chr1A_a	59500000	60000000	0.541104	0.458896
Chr1A_a	60000000	60500000	0.540386	0.459614
Chr1A_a	60500000	61000000	0.549150	0.450850
Chr1A_a	61000000	61500000	0.530240	0.469760
Chr1A_a	61500000	62000000	0.533318	0.466682
Chr1A_a	62000000	62500000	0.521878	0.478122
Chr1A_a	62500000	63000000	0.568228	0.431772
Chr1A_a	63000000	63500000	0.555108	0.444892
Chr1A_a	63500000	64000000	0.532916	0.467084
Chr1A_a	64000000	64500000	0.547852	0.452148
Chr1A_a	64500000	65000000	0.525672	0.474328
Chr1A_a	65000000	65500000	0.546760	0.453240
Chr1A_a	65500000	66000000	0.555956	0.444044
Chr1A_a	66000000	66500000	0.553442	0.446558
Chr1A_a	66500000	67000000	0.545214	0.454786
Chr1A_a	67000000	67500000	0.560744	0.439256
Chr1A_a	67500000	68000000	0.558402	0.441598
Chr1A_a	68000000	68500000	0.554662	0.445338
Chr1A_a	68500000	69000000	0.542540	0.457460
Chr1A_a	69000000	69500000	0.551092	0.448908
Chr1A_a	69500000	70000000	0.539974	0.460026
Chr1A_a	70000000	70500000	0.557372	0.442628
Chr1A_a	70500000	71000000	0.583202	0.416798
Chr1A_a	71000000	71500000	0.545466	0.454534
Chr1A_a	71500000	72000000	0.524180	0.475820
Chr1A_a	72000000	72500000	0.538764	0.461236
Chr1A_a	72500000	73000000	0.573092	0.426908
Chr1A_a	73000000	73500000	0.542680	0.457320
Chr1A_a	73500000	74000000	0.575972	0.424028
Chr1A_a	74000000	74500000	0.546694	0.453306
Chr1A_a	74500000	75000000	0.550602	0.449398
Chr1A_a	75000000	75500000	0.548454	0.451546
Chr1A_a	75500000	76000000	0.536970	0.463030
Chr1A_a	76000000	76500000	0.545458	0.454542
Chr1A_a	76500000	77000000	0.560786	0.439214
Chr1A_a	77000000	77500000	0.553994	0.446006
Chr1A_a	77500000	78000000	0.563068	0.436932
Chr1A_a	78000000	78500000	0.558416	0.441584
Chr1A_a	78500000	79000000	0.549786	0.450214
Chr1A_a	79000000	79500000	0.530978	0.469022
Chr1A_a	79500000	80000000	0.561342	0.438658
Chr1A_a	80000000	80500000	0.577018	0.422982
Chr1A_a	80500000	81000000	0.588952	0.411048
Chr1A_a	81000000	81500000	0.589836	0.410164
Chr1A_a	81500000	82000000	0.592274	0.407726
Chr1A_a	82000000	82500000	0.589658	0.410342
Chr1A_a	82500000	83000000	0.588656	0.411344
Chr1A_a	83000000	83500000	0.571288	0.428712
Chr1A_a	83500000	84000000	0.535534	0.464466
Chr1A_a	84000000	84500000	0.527936	0.472064
Chr1A_a	84500000	85000000	0.531060	0.468940
Chr1A_a	85000000	85500000	0.522510	0.477490
Chr1A_a	85500000	86000000	0.543392	0.456608
Chr1A_a	86000000	86500000	0.566124	0.433876
Chr1A_a	86500000	87000000	0.555016	0.444984
Chr1A_a	87000000	87500000	0.539292	0.460708
Chr1A_a	87500000	88000000	0.563372	0.436628
Chr1A_a	88000000	88500000	0.542794	0.457206
Chr1A_a	88500000	89000000	0.566108	0.433892
Chr1A_a	89000000	89500000	0.544056	0.455944
Chr1A_a	89500000	90000000	0.570768	0.429232
Chr1A_a	90000000	90500000	0.544960	0.455040
Chr1A_a	90500000	91000000	0.575988	0.424012
Chr1A_a	91000000	91500000	0.556446	0.443554
Chr1A_a	91500000	92000000	0.560844	0.439156
Chr1A_a	92000000	92500000	0.534228	0.465772
Chr1A_a	92500000	93000000	0.545780	0.454220
Chr1A_a	93000000	93500000	0.540912	0.459088
Chr1A_a	93500000	94000000	0.545234	0.454766
Chr1A_a	94000000	94500000	0.534202	0.465798
Chr1A_a	94500000	95000000	0.538386	0.461614
Chr1A_a	95000000	95500000	0.561176	0.438824
Chr1A_a	95500000	96000000	0.559684	0.440316
Chr1A_a	96000000	96500000	0.558262	0.441738
Chr1A_a	96500000	97000000	0.540402	0.459598
Chr1A_a	97000000	97500000	0.514138	0.485862
Chr1A_a	97500000	98000000	0.520392	0.479608
Chr1A_a	98000000	98500000	0.516794	0.483206
Chr1A_a	98500000	99000000	0.514556	0.485444
Chr1A_a	99000000	99500000	0.544494	0.455506
Chr1A_a	99500000	100000000	0.551542	0.448458
Chr1A_a	100000000	100500000	0.534070	0.465930
Chr1A_a	100500000	101000000	0.567178	0.432822
Chr1A_a	101000000	101500000	0.541864	0.458136
Chr1A_a	101500000	102000000	0.550630	0.449370
Chr1A_a	102000000	102500000	0.533386	0.466614
Chr1A_a	102500000	103000000	0.554876	0.445124
Chr1A_a	103000000	103500000	0.521898	0.478102
Chr1A_a	103500000	104000000	0.548002	0.451998
Chr1A_a	104000000	104500000	0.552058	0.447942
Chr1A_a	104500000	105000000	0.570670	0.429330
Chr1A_a	105000000	105500000	0.539352	0.460648
Chr1A_a	105500000	106000000	0.566514	0.433486
Chr1A_a	106000000	106500000	0.561996	0.438004
Chr1A_a	106500000	107000000	0.573428	0.426572
Chr1A_a	107000000	107500000	0.568404	0.431596
Chr1A_a	107500000	108000000	0.555164	0.444836
Chr1A_a	108000000	108500000	0.602334	0.397666
Chr1A_a	108500000	109000000	0.550246	0.449754
Chr1A_a	109000000	109500000	0.554436	0.445564
Chr1A_a	109500000	110000000	0.545976	0.454024
Chr1A_a	110000000	110500000	0.561830	0.438170
Chr1A_a	110500000	111000000	0.561372	0.438628
Chr1A_a	111000000	111500000	0.543538	0.456462
Chr1A_a	111500000	112000000	0.548838	0.451162
Chr1A_a	112000000	112500000	0.547942	0.452058
Chr1A_a	112500000	113000000	0.556630	0.443370
Chr1A_a	113000000	113500000	0.543548	0.456452
Chr1A_a	113500000	114000000	0.566592	0.433408
Chr1A_a	114000000	114500000	0.551742	0.448258
Chr1A_a	114500000	115000000	0.545730	0.454270
Chr1A_a	115000000	115500000	0.544020	0.455980
Chr1A_a	115500000	116000000	0.551024	0.448976
Chr1A_a	116000000	116500000	0.530240	0.469760
Chr1A_a	116500000	117000000	0.557764	0.442236
Chr1A_a	117000000	117500000	0.545910	0.454090
Chr1A_a	117500000	118000000	0.555498	0.444502
Chr1A_a	118000000	118500000	0.541940	0.458060
Chr1A_a	118500000	119000000	0.549114	0.450886
Chr1A_a	119000000	119500000	0.542028	0.457972
Chr1A_a	119500000	120000000	0.564784	0.435216
Chr1A_a	120000000	120500000	0.552674	0.447326
Chr1A_a	120500000	121000000	0.534896	0.465104
Chr1A_a	121000000	121500000	0.542702	0.457298
Chr1A_a	121500000	122000000	0.544872	0.455128
Chr1A_a	122000000	122500000	0.568536	0.431464
Chr1A_a	122500000	123000000	0.554644	0.445356
Chr1A_a	123000000	123500000	0.553950	0.446050
Chr1A_a	123500000	124000000	0.553136	0.446864
Chr1A_a	124000000	124500000	0.537680	0.462320
Chr1A_a	124500000	125000000	0.552078	0.447922
Chr1A_a	125000000	125500000	0.529276	0.470724
Chr1A_a	125500000	126000000	0.551096	0.448904
Chr1A_a	126000000	126500000	0.521608	0.478392
Chr1A_a	126500000	127000000	0.518112	0.481888
Chr1A_a	127000000	127500000	0.553354	0.446646
Chr1A_a	127500000	128000000	0.538128	0.461872
Chr1A_a	128000000	128500000	0.569204	0.430796
Chr1A_a	128500000	129000000	0.541820	0.458180
Chr1A_a	129000000	129500000	0.550154	0.449846
Chr1A_a	129500000	130000000	0.542846	0.457154
Chr1A_a	130000000	130500000	0.538338	0.461662
Chr1A_a	130500000	131000000	0.561806	0.438194
Chr1A_a	131000000	131500000	0.575042	0.424958
Chr1A_a	131500000	132000000	0.557126	0.442874
Chr1A_a	132000000	132500000	0.557734	0.442266
Chr1A_a	132500000	133000000	0.564738	0.435262
Chr1A_a	133000000	133500000	0.565712	0.434288
Chr1A_a	133500000	134000000	0.567296	0.432704
Chr1A_a	134000000	134500000	0.532366	0.467634
Chr1A_a	134500000	135000000	0.470432	0.529568
Chr1A_a	135000000	135500000	0.516192	0.483808
Chr1A_a	135500000	136000000	0.553392	0.446608
Chr1A_a	136000000	136500000	0.486416	0.513584
Chr1A_a	136500000	137000000	0.495686	0.504314
Chr1A_a	137000000	137500000	0.521020	0.478980
Chr1A_a	137500000	138000000	0.538248	0.461752
Chr1A_a	138000000	138500000	0.529898	0.470102
Chr1A_a	138500000	139000000	0.540264	0.459736
Chr1A_a	139000000	139500000	0.554540	0.445460
Chr1A_a	139500000	140000000	0.541728	0.458272
Chr1A_a	140000000	140500000	0.539238	0.460762
Chr1A_a	140500000	141000000	0.564066	0.435934
Chr1A_a	141000000	141500000	0.552664	0.447336
Chr1A_a	141500000	142000000	0.570812	0.429188
Chr1A_a	142000000	142500000	0.542536	0.457464
Chr1A_a	142500000	143000000	0.555478	0.444522
Chr1A_a	143000000	143500000	0.541258	0.458742
Chr1A_a	143500000	144000000	0.540716	0.459284
Chr1A_a	144000000	144500000	0.542034	0.457966
Chr1A_a	144500000	145000000	0.534576	0.465424
Chr1A_a	145000000	145500000	0.563934	0.436066
Chr1A_a	145500000	146000000	0.559236	0.440764
Chr1A_a	146000000	146500000	0.552316	0.447684
Chr1A_a	146500000	147000000	0.531342	0.468658
Chr1A_a	147000000	147500000	0.545756	0.454244
Chr1A_a	147500000	148000000	0.551256	0.448744
Chr1A_a	148000000	148500000	0.545038	0.454962
Chr1A_a	148500000	149000000	0.529662	0.470338
Chr1A_a	149000000	149500000	0.555948	0.444052
Chr1A_a	149500000	150000000	0.527470	0.472530
Chr1A_a	150000000	150500000	0.546518	0.453482
Chr1A_a	150500000	151000000	0.551640	0.448360
Chr1A_a	151000000	151500000	0.551416	0.448584
Chr1A_a	151500000	152000000	0.545124	0.454876
Chr1A_a	152000000	152500000	0.557502	0.442498
Chr1A_a	152500000	153000000	0.541268	0.458732
Chr1A_a	153000000	153500000	0.562296	0.437704
Chr1A_a	153500000	154000000	0.562876	0.437124
Chr1A_a	154000000	154500000	0.548784	0.451216
Chr1A_a	154500000	155000000	0.543124	0.456876
Chr1A_a	155000000	155500000	0.540234	0.459766
Chr1A_a	155500000	156000000	0.541444	0.458556
Chr1A_a	156000000	156500000	0.553654	0.446346
Chr1A_a	156500000	157000000	0.550452	0.449548
Chr1A_a	157000000	157500000	0.558302	0.441698
Chr1A_a	157500000	158000000	0.551944	0.448056
Chr1A_a	158000000	158500000	0.546870	0.453130
Chr1A_a	158500000	159000000	0.550652	0.449348
Chr1A_a	159000000	159500000	0.545542	0.454458
Chr1A_a	159500000	160000000	0.541060	0.458940
Chr1A_a	160000000	160500000	0.550128	0.449872
Chr1A_a	160500000	161000000	0.508092	0.491908
Chr1A_a	161000000	161500000	0.521130	0.478870
Chr1A_a	161500000	162000000	0.527158	0.472842
Chr1A_a	162000000	162500000	0.545170	0.454830
Chr1A_a	162500000	163000000	0.544340	0.455660
Chr1A_a	163000000	163500000	0.546010	0.453990
Chr1A_a	163500000	164000000	0.531264	0.468736
Chr1A_a	164000000	164500000	0.538002	0.461998
Chr1A_a	164500000	165000000	0.559468	0.440532
Chr1A_a	165000000	165500000	0.534362	0.465638
Chr1A_a	165500000	166000000	0.540942	0.459058
Chr1A_a	166000000	166500000	0.558430	0.441570
Chr1A_a	166500000	167000000	0.556848	0.443152
Chr1A_a	167000000	167500000	0.543718	0.456282
Chr1A_a	167500000	168000000	0.557946	0.442054
Chr1A_a	168000000	168500000	0.559802	0.440198
Chr1A_a	168500000	169000000	0.548072	0.451928
Chr1A_a	169000000	169500000	0.560870	0.439130
Chr1A_a	169500000	170000000	0.567910	0.432090
Chr1A_a	170000000	170500000	0.588524	0.411476
Chr1A_a	170500000	171000000	0.544984	0.455016
Chr1A_a	171000000	171500000	0.554082	0.445918
Chr1A_a	171500000	172000000	0.553730	0.446270
Chr1A_a	172000000	172500000	0.531498	0.468502
Chr1A_a	172500000	173000000	0.538108	0.461892
Chr1A_a	173000000	173500000	0.552298	0.447702
Chr1A_a	173500000	174000000	0.562774	0.437226
Chr1A_a	174000000	174500000	0.566992	0.433008
Chr1A_a	174500000	175000000	0.573002	0.426998
Chr1A_a	175000000	175500000	0.554934	0.445066
Chr1A_a	175500000	176000000	0.554028	0.445972
Chr1A_a	176000000	176500000	0.537948	0.462052
Chr1A_a	176500000	177000000	0.534488	0.465512
Chr1A_a	177000000	177500000	0.550506	0.449494
Chr1A_a	177500000	178000000	0.548722	0.451278
Chr1A_a	178000000	178500000	0.537396	0.462604
Chr1A_a	178500000	179000000	0.546244	0.453756
Chr1A_a	179000000	179500000	0.554872	0.445128
Chr1A_a	179500000	180000000	0.532894	0.467106
Chr1A_a	180000000	180500000	0.542916	0.457084
Chr1A_a	180500000	181000000	0.536684	0.463316
Chr1A_a	181000000	181500000	0.538914	0.461086
Chr1A_a	181500000	182000000	0.558812	0.441188
Chr1A_a	182000000	182500000	0.555250	0.444750
Chr1A_a	182500000	183000000	0.549308	0.450692
Chr1A_a	183000000	183500000	0.520868	0.479132
Chr1A_a	183500000	184000000	0.553710	0.446290
Chr1A_a	184000000	184500000	0.542766	0.457234
Chr1A_a	184500000	185000000	0.537950	0.462050
Chr1A_a	185000000	185500000	0.545162	0.454838
Chr1A_a	185500000	186000000	0.565432	0.434568
Chr1A_a	186000000	186500000	0.541594	0.458406
Chr1A_a	186500000	187000000	0.528958	0.471042
Chr1A_a	187000000	187500000	0.673490	0.326510
Chr1A_a	187500000	188000000	0.651484	0.348516
Chr1A_a	188000000	188500000	0.545786	0.454214
Chr1A_a	188500000	189000000	0.527572	0.472428
Chr1A_a	189000000	189500000	0.544936	0.455064
Chr1A_a	189500000	190000000	0.535290	0.464710
Chr1A_a	190000000	190500000	0.540446	0.459554
Chr1A_a	190500000	191000000	0.549440	0.450560
Chr1A_a	191000000	191500000	0.549070	0.450930
Chr1A_a	191500000	192000000	0.544402	0.455598
Chr1A_a	192000000	192500000	0.542652	0.457348
Chr1A_a	192500000	193000000	0.539466	0.460534
Chr1A_a	193000000	193500000	0.552016	0.447984
Chr1A_a	193500000	194000000	0.560012	0.439988
Chr1A_a	194000000	194500000	0.554174	0.445826
Chr1A_a	194500000	195000000	0.549056	0.450944
Chr1A_a	195000000	195500000	0.549276	0.450724
Chr1A_a	195500000	196000000	0.554868	0.445132
Chr1A_a	196000000	196500000	0.544680	0.455320
Chr1A_a	196500000	197000000	0.554916	0.445084
Chr1A_a	197000000	197500000	0.566430	0.433570
Chr1A_a	197500000	198000000	0.541304	0.458696
Chr1A_a	198000000	198500000	0.543690	0.456310
Chr1A_a	198500000	199000000	0.558076	0.441924
Chr1A_a	199000000	199500000	0.555756	0.444244
Chr1A_a	199500000	200000000	0.545406	0.454594
Chr1A_a	200000000	200500000	0.534878	0.465122
Chr1A_a	200500000	201000000	0.543442	0.456558
Chr1A_a	201000000	201500000	0.542630	0.457370
Chr1A_a	201500000	202000000	0.557268	0.442732
Chr1A_a	202000000	202500000	0.548400	0.451600
Chr1A_a	202500000	203000000	0.556522	0.443478
Chr1A_a	203000000	203500000	0.547422	0.452578
Chr1A_a	203500000	204000000	0.569178	0.430822
Chr1A_a	204000000	204500000	0.540318	0.459682
Chr1A_a	204500000	205000000	0.544662	0.455338
Chr1A_a	205000000	205500000	0.546580	0.453420
Chr1A_a	205500000	206000000	0.546030	0.453970
Chr1A_a	206000000	206500000	0.556166	0.443834
Chr1A_a	206500000	207000000	0.555664	0.444336
Chr1A_a	207000000	207500000	0.527306	0.472694
Chr1A_a	207500000	208000000	0.548608	0.451392
Chr1A_a	208000000	208500000	0.531600	0.468400
Chr1A_a	208500000	209000000	0.554168	0.445832
Chr1A_a	209000000	209500000	0.539890	0.460110
Chr1A_a	209500000	210000000	0.545386	0.454614
Chr1A_a	210000000	210500000	0.535950	0.464050
Chr1A_a	210500000	211000000	0.558248	0.441752
Chr1A_a	211000000	211500000	0.554652	0.445348
Chr1A_a	211500000	212000000	0.522994	0.477006
Chr1A_a	212000000	212500000	0.568184	0.431816
Chr1A_a	212500000	213000000	0.562878	0.437122
Chr1A_a	213000000	213500000	0.573556	0.426444
Chr1A_a	213500000	214000000	0.535372	0.464628
Chr1A_a	214000000	214500000	0.552648	0.447352
Chr1A_a	214500000	215000000	0.553486	0.446514
Chr1A_a	215000000	215500000	0.533682	0.466318
Chr1A_a	215500000	216000000	0.544968	0.455032
Chr1A_a	216000000	216500000	0.517574	0.482426
Chr1A_a	216500000	217000000	0.531298	0.468702
Chr1A_a	217000000	217500000	0.534146	0.465854
Chr1A_a	217500000	218000000	0.531420	0.468580
Chr1A_a	218000000	218500000	0.520268	0.479732
Chr1A_a	218500000	219000000	0.515074	0.484926
Chr1A_a	219000000	219500000	0.513778	0.486222
Chr1A_a	219500000	220000000	0.517702	0.482298
Chr1A_a	220000000	220500000	0.516768	0.483232
Chr1A_a	220500000	221000000	0.518220	0.481780
Chr1A_a	221000000	221500000	0.513992	0.486008
Chr1A_a	221500000	222000000	0.534000	0.466000
Chr1A_a	222000000	222500000	0.548258	0.451742
Chr1A_a	222500000	223000000	0.549098	0.450902
Chr1A_a	223000000	223500000	0.536386	0.463614
Chr1A_a	223500000	224000000	0.543040	0.456960
Chr1A_a	224000000	224500000	0.544418	0.455582
Chr1A_a	224500000	225000000	0.545746	0.454254
Chr1A_a	225000000	225500000	0.549142	0.450858
Chr1A_a	225500000	226000000	0.552970	0.447030
Chr1A_a	226000000	226500000	0.535990	0.464010
Chr1A_a	226500000	227000000	0.534366	0.465634
Chr1A_a	227000000	227500000	0.543826	0.456174
Chr1A_a	227500000	228000000	0.534874	0.465126
Chr1A_a	228000000	228500000	0.539582	0.460418
Chr1A_a	228500000	229000000	0.536940	0.463060
Chr1A_a	229000000	229500000	0.556580	0.443420
Chr1A_a	229500000	230000000	0.552056	0.447944
Chr1A_a	230000000	230500000	0.554004	0.445996
Chr1A_a	230500000	231000000	0.551648	0.448352
Chr1A_a	231000000	231500000	0.586284	0.413716
Chr1A_a	231500000	232000000	0.557170	0.442830
Chr1A_a	232000000	232500000	0.556224	0.443776
Chr1A_a	232500000	233000000	0.568742	0.431258
Chr1A_a	233000000	233500000	0.534838	0.465162
Chr1A_a	233500000	234000000	0.536548	0.463452
Chr1A_a	234000000	234500000	0.561980	0.438020
Chr1A_a	234500000	235000000	0.556734	0.443266
Chr1A_a	235000000	235500000	0.530230	0.469770
Chr1A_a	235500000	236000000	0.524242	0.475758
Chr1A_a	236000000	236500000	0.551494	0.448506
Chr1A_a	236500000	237000000	0.542688	0.457312
Chr1A_a	237000000	237500000	0.546332	0.453668
Chr1A_a	237500000	238000000	0.523624	0.476376
Chr1A_a	238000000	238500000	0.542388	0.457612
Chr1A_a	238500000	239000000	0.545678	0.454322
Chr1A_a	239000000	239500000	0.540262	0.459738
Chr1A_a	239500000	240000000	0.527212	0.472788
Chr1A_a	240000000	240500000	0.546172	0.453828
Chr1A_a	240500000	241000000	0.550212	0.449788
Chr1A_a	241000000	241500000	0.534234	0.465766
Chr1A_a	241500000	242000000	0.533114	0.466886
Chr1A_a	242000000	242500000	0.549132	0.450868
Chr1A_a	242500000	243000000	0.558022	0.441978
Chr1A_a	243000000	243500000	0.531162	0.468838
Chr1A_a	243500000	244000000	0.546496	0.453504
Chr1A_a	244000000	244500000	0.545630	0.454370
Chr1A_a	244500000	245000000	0.534796	0.465204
Chr1A_a	245000000	245500000	0.555604	0.444396
Chr1A_a	245500000	246000000	0.544496	0.455504
Chr1A_a	246000000	246500000	0.551710	0.448290
Chr1A_a	246500000	247000000	0.538518	0.461482
Chr1A_a	247000000	247500000	0.530264	0.469736
Chr1A_a	247500000	248000000	0.553146	0.446854
Chr1A_a	248000000	248500000	0.565908	0.434092
Chr1A_a	248500000	249000000	0.543098	0.456902
Chr1A_a	249000000	249500000	0.549764	0.450236
Chr1A_a	249500000	250000000	0.529038	0.470962
Chr1A_a	250000000	250500000	0.547008	0.452992
Chr1A_a	250500000	251000000	0.521118	0.478882
Chr1A_a	251000000	251500000	0.536054	0.463946
Chr1A_a	251500000	252000000	0.525876	0.474124
Chr1A_a	252000000	252500000	0.516516	0.483484
Chr1A_a	252500000	253000000	0.535744	0.464256
Chr1A_a	253000000	253500000	0.542938	0.457062
Chr1A_a	253500000	254000000	0.538130	0.461870
Chr1A_a	254000000	254500000	0.551214	0.448786
Chr1A_a	254500000	255000000	0.532812	0.467188
Chr1A_a	255000000	255500000	0.545650	0.454350
Chr1A_a	255500000	256000000	0.544186	0.455814
Chr1A_a	256000000	256500000	0.527860	0.472140
Chr1A_a	256500000	257000000	0.542254	0.457746
Chr1A_a	257000000	257500000	0.548188	0.451812
Chr1A_a	257500000	258000000	0.514814	0.485186
Chr1A_a	258000000	258500000	0.531836	0.468164
Chr1A_a	258500000	259000000	0.534780	0.465220
Chr1A_a	259000000	259500000	0.534976	0.465024
Chr1A_a	259500000	260000000	0.553018	0.446982
Chr1A_a	260000000	260500000	0.544858	0.455142
Chr1A_a	260500000	261000000	0.537872	0.462128
Chr1A_a	261000000	261500000	0.549470	0.450530
Chr1A_a	261500000	262000000	0.549314	0.450686
Chr1A_a	262000000	262500000	0.537890	0.462110
Chr1A_a	262500000	263000000	0.535206	0.464794
Chr1A_a	263000000	263500000	0.544856	0.455144
Chr1A_a	263500000	264000000	0.546028	0.453972
Chr1A_a	264000000	264500000	0.531128	0.468872
Chr1A_a	264500000	265000000	0.537372	0.462628
Chr1A_a	265000000	265500000	0.520844	0.479156
Chr1A_a	265500000	266000000	0.531704	0.468296
Chr1A_a	266000000	266500000	0.531234	0.468766
Chr1A_a	266500000	267000000	0.533724	0.466276
Chr1A_a	267000000	267500000	0.524096	0.475904
Chr1A_a	267500000	268000000	0.528840	0.471160
