chr	start	stop	ATpct	GCpct
Chr2A_a	2000000	4000000	0.546623	0.453327
Chr2A_a	4000000	6000000	0.545627	0.454273
Chr2A_a	6000000	8000000	0.537099	0.462900
Chr2A_a	8000000	10000000	0.542234	0.457716
Chr2A_a	10000000	12000000	0.542193	0.457808
Chr2A_a	12000000	14000000	0.549855	0.450144
Chr2A_a	14000000	16000000	0.544624	0.455376
Chr2A_a	16000000	18000000	0.540429	0.459570
Chr2A_a	18000000	20000000	0.537863	0.462137
Chr2A_a	20000000	22000000	0.538848	0.461152
Chr2A_a	22000000	24000000	0.535353	0.464646
Chr2A_a	24000000	26000000	0.534693	0.465308
Chr2A_a	26000000	28000000	0.548167	0.451833
Chr2A_a	28000000	30000000	0.541951	0.458049
Chr2A_a	30000000	32000000	0.538283	0.461717
Chr2A_a	32000000	34000000	0.540788	0.459212
Chr2A_a	34000000	36000000	0.537660	0.462339
Chr2A_a	36000000	38000000	0.529501	0.470499
Chr2A_a	38000000	40000000	0.542718	0.457283
Chr2A_a	40000000	42000000	0.541541	0.458459
Chr2A_a	42000000	44000000	0.544636	0.455364
Chr2A_a	44000000	46000000	0.541129	0.458871
Chr2A_a	46000000	48000000	0.532879	0.467121
Chr2A_a	48000000	50000000	0.539331	0.460669
Chr2A_a	50000000	52000000	0.541425	0.458575
Chr2A_a	52000000	54000000	0.538304	0.461696
Chr2A_a	54000000	56000000	0.537998	0.462002
Chr2A_a	56000000	58000000	0.532242	0.467758
Chr2A_a	58000000	60000000	0.532664	0.467337
Chr2A_a	60000000	62000000	0.545782	0.454218
Chr2A_a	62000000	64000000	0.547898	0.452102
Chr2A_a	64000000	66000000	0.544019	0.455981
Chr2A_a	66000000	68000000	0.541398	0.458602
Chr2A_a	68000000	70000000	0.539341	0.460659
Chr2A_a	70000000	72000000	0.535760	0.464240
Chr2A_a	72000000	74000000	0.541038	0.458962
Chr2A_a	74000000	76000000	0.543743	0.456257
Chr2A_a	76000000	78000000	0.544087	0.455914
Chr2A_a	78000000	80000000	0.545186	0.454814
Chr2A_a	80000000	82000000	0.545968	0.454033
Chr2A_a	82000000	84000000	0.563908	0.436092
Chr2A_a	84000000	86000000	0.550481	0.449519
Chr2A_a	86000000	88000000	0.531687	0.468313
Chr2A_a	88000000	90000000	0.546427	0.453573
Chr2A_a	90000000	92000000	0.546734	0.453266
Chr2A_a	92000000	94000000	0.513960	0.486039
Chr2A_a	94000000	96000000	0.518669	0.481331
Chr2A_a	96000000	98000000	0.537826	0.462174
Chr2A_a	98000000	100000000	0.549743	0.450257
Chr2A_a	100000000	102000000	0.543137	0.456863
Chr2A_a	102000000	104000000	0.534518	0.465481
Chr2A_a	104000000	106000000	0.559569	0.440430
Chr2A_a	106000000	108000000	0.550855	0.449145
Chr2A_a	108000000	110000000	0.550834	0.449165
Chr2A_a	110000000	112000000	0.551458	0.448541
Chr2A_a	112000000	114000000	0.563416	0.436583
Chr2A_a	114000000	116000000	0.550866	0.449134
Chr2A_a	116000000	118000000	0.551177	0.448823
Chr2A_a	118000000	120000000	0.546118	0.453882
Chr2A_a	120000000	122000000	0.550427	0.449573
Chr2A_a	122000000	124000000	0.550008	0.449991
Chr2A_a	124000000	126000000	0.545476	0.454524
Chr2A_a	126000000	128000000	0.544381	0.455619
Chr2A_a	128000000	130000000	0.547351	0.452648
Chr2A_a	130000000	132000000	0.555148	0.444853
Chr2A_a	132000000	134000000	0.551229	0.448771
Chr2A_a	134000000	136000000	0.554387	0.445613
Chr2A_a	136000000	138000000	0.560033	0.439967
Chr2A_a	138000000	140000000	0.555788	0.444212
Chr2A_a	140000000	142000000	0.539796	0.460203
Chr2A_a	142000000	144000000	0.561207	0.438792
Chr2A_a	144000000	146000000	0.547301	0.452700
Chr2A_a	146000000	148000000	0.548522	0.451479
Chr2A_a	148000000	150000000	0.547419	0.452581
Chr2A_a	150000000	152000000	0.540705	0.459295
Chr2A_a	152000000	154000000	0.538614	0.461386
Chr2A_a	154000000	156000000	0.550537	0.449463
Chr2A_a	156000000	158000000	0.548932	0.451068
Chr2A_a	158000000	160000000	0.548431	0.451569
Chr2A_a	160000000	162000000	0.556487	0.443513
Chr2A_a	162000000	164000000	0.542655	0.457345
Chr2A_a	164000000	166000000	0.551596	0.448404
Chr2A_a	166000000	168000000	0.545575	0.454375
Chr2A_a	168000000	170000000	0.557051	0.442948
Chr2A_a	170000000	172000000	0.558438	0.441563
Chr2A_a	172000000	174000000	0.542990	0.457010
Chr2A_a	174000000	176000000	0.544816	0.455184
Chr2A_a	176000000	178000000	0.540547	0.459453
Chr2A_a	178000000	180000000	0.535037	0.464963
Chr2A_a	180000000	182000000	0.540721	0.459278
Chr2A_a	182000000	184000000	0.530325	0.469676
Chr2A_a	184000000	186000000	0.530151	0.469849
Chr2A_a	186000000	188000000	0.554469	0.445531
Chr2A_a	188000000	190000000	0.554698	0.445302
Chr2A_a	190000000	192000000	0.547658	0.452342
Chr2A_a	192000000	194000000	0.541761	0.458239
Chr2A_a	194000000	196000000	0.539164	0.460836
Chr2A_a	196000000	198000000	0.534396	0.465604
Chr2A_a	198000000	200000000	0.539573	0.460427
Chr2A_a	200000000	202000000	0.538388	0.461612
Chr2A_a	202000000	204000000	0.542213	0.457787
Chr2A_a	204000000	206000000	0.540682	0.459318
Chr2A_a	206000000	208000000	0.548254	0.451746
Chr2A_a	208000000	210000000	0.547930	0.452070
Chr2A_a	210000000	212000000	0.540929	0.459071
Chr2A_a	212000000	214000000	0.540059	0.459941
Chr2A_a	214000000	216000000	0.547499	0.452501
Chr2A_a	216000000	218000000	0.543965	0.456035
Chr2A_a	218000000	220000000	0.545575	0.454425
Chr2A_a	220000000	222000000	0.540317	0.459683
Chr2A_a	222000000	224000000	0.532983	0.467016
Chr2A_a	224000000	226000000	0.545666	0.454334
Chr2A_a	226000000	228000000	0.536870	0.463129
Chr2A_a	228000000	230000000	0.537533	0.462467
Chr2A_a	230000000	232000000	0.576033	0.423967
Chr2A_a	232000000	234000000	0.548559	0.451441
Chr2A_a	234000000	236000000	0.539192	0.460808
Chr2A_a	236000000	238000000	0.540748	0.459252
Chr2A_a	238000000	240000000	0.542753	0.457247
Chr2A_a	240000000	242000000	0.530736	0.469264
Chr2A_a	242000000	244000000	0.541113	0.458887
Chr2A_a	244000000	246000000	0.541396	0.458604
Chr2A_a	246000000	248000000	0.541327	0.458674
Chr2A_a	248000000	250000000	0.535886	0.464064
Chr2A_a	250000000	252000000	0.545276	0.454724
Chr2A_a	252000000	254000000	0.537143	0.462857
Chr2A_a	254000000	256000000	0.544098	0.455902
Chr2A_a	256000000	258000000	0.545842	0.454109
Chr2A_a	258000000	260000000	0.552679	0.447322
Chr2A_a	260000000	262000000	0.546572	0.453428
Chr2A_a	262000000	264000000	0.543308	0.456641
Chr2A_a	264000000	264562364	0.545003	0.454997
Chr2B_a	0	2000000	0.549225	0.450775
Chr2B_a	2000000	4000000	0.550542	0.449459
Chr2B_a	4000000	6000000	0.550734	0.449266
Chr2B_a	6000000	8000000	0.553568	0.446431
Chr2B_a	8000000	10000000	0.542639	0.457311
Chr2B_a	10000000	12000000	0.548573	0.451427
Chr2B_a	12000000	14000000	0.544949	0.455050
Chr2B_a	14000000	16000000	0.546582	0.453418
Chr2B_a	16000000	18000000	0.551599	0.448401
Chr2B_a	18000000	20000000	0.545284	0.454716
Chr2B_a	20000000	22000000	0.536400	0.463600
Chr2B_a	22000000	24000000	0.548177	0.451823
Chr2B_a	24000000	26000000	0.544101	0.455898
Chr2B_a	26000000	28000000	0.539707	0.460292
Chr2B_a	28000000	30000000	0.542581	0.457419
Chr2B_a	30000000	32000000	0.547381	0.452619
Chr2B_a	32000000	34000000	0.548823	0.451177
Chr2B_a	34000000	36000000	0.544984	0.455016
Chr2B_a	36000000	38000000	0.543730	0.456270
Chr2B_a	38000000	40000000	0.551944	0.448056
Chr2B_a	40000000	42000000	0.546381	0.453618
Chr2B_a	42000000	44000000	0.544328	0.455672
Chr2B_a	44000000	46000000	0.542017	0.457983
Chr2B_a	46000000	48000000	0.547125	0.452875
Chr2B_a	48000000	50000000	0.529367	0.470633
Chr2B_a	50000000	52000000	0.539674	0.460326
Chr2B_a	52000000	54000000	0.533414	0.466587
Chr2B_a	54000000	56000000	0.530845	0.469155
Chr2B_a	56000000	58000000	0.528986	0.471014
Chr2B_a	58000000	60000000	0.528200	0.471800
Chr2B_a	60000000	62000000	0.522080	0.477919
Chr2B_a	62000000	64000000	0.520877	0.479123
Chr2B_a	64000000	66000000	0.519367	0.480633
Chr2B_a	66000000	68000000	0.522737	0.477263
Chr2B_a	68000000	70000000	0.524967	0.475033
Chr2B_a	70000000	72000000	0.519768	0.480231
Chr2B_a	72000000	74000000	0.530373	0.469627
Chr2B_a	74000000	76000000	0.492822	0.507128
Chr2B_a	76000000	78000000	0.504386	0.495613
Chr2B_a	78000000	80000000	0.516205	0.483795
Chr2B_a	80000000	82000000	0.529954	0.470046
Chr2B_a	82000000	84000000	0.536052	0.463948
Chr2B_a	84000000	86000000	0.534653	0.465346
Chr2B_a	86000000	88000000	0.541056	0.458944
Chr2B_a	88000000	90000000	0.531373	0.468627
Chr2B_a	90000000	92000000	0.547224	0.452776
Chr2B_a	92000000	94000000	0.525103	0.474897
Chr2B_a	94000000	96000000	0.519176	0.480824
Chr2B_a	96000000	98000000	0.531763	0.468237
Chr2B_a	98000000	100000000	0.543091	0.456908
Chr2B_a	100000000	102000000	0.537874	0.462126
Chr2B_a	102000000	104000000	0.539764	0.460187
Chr2B_a	104000000	106000000	0.538040	0.461960
Chr2B_a	106000000	108000000	0.541076	0.458924
Chr2B_a	108000000	110000000	0.545173	0.454827
Chr2B_a	110000000	112000000	0.542350	0.457649
Chr2B_a	112000000	114000000	0.531967	0.468033
Chr2B_a	114000000	116000000	0.541394	0.458606
Chr2B_a	116000000	118000000	0.534398	0.465602
Chr2B_a	118000000	120000000	0.548374	0.451626
Chr2B_a	120000000	122000000	0.545492	0.454508
Chr2B_a	122000000	124000000	0.544212	0.455788
Chr2B_a	124000000	126000000	0.547812	0.452188
Chr2B_a	126000000	128000000	0.551659	0.448341
Chr2B_a	128000000	130000000	0.545127	0.454873
Chr2B_a	130000000	132000000	0.549528	0.450471
Chr2B_a	132000000	134000000	0.539194	0.460806
Chr2B_a	134000000	136000000	0.533828	0.466172
Chr2B_a	136000000	138000000	0.550249	0.449751
Chr2B_a	138000000	140000000	0.546979	0.453021
Chr2B_a	140000000	142000000	0.544321	0.455679
Chr2B_a	142000000	144000000	0.540464	0.459536
Chr2B_a	144000000	145879171	0.532200	0.467640
Chr3A_a	0	2000000	0.536296	0.463654
Chr3A_a	2000000	4000000	0.549058	0.450792
Chr3A_a	4000000	6000000	0.543847	0.456053
Chr3A_a	6000000	8000000	0.538696	0.461255
Chr3A_a	8000000	10000000	0.548096	0.451903
Chr3A_a	10000000	12000000	0.542854	0.457146
Chr3A_a	12000000	14000000	0.536949	0.463051
Chr3A_a	14000000	16000000	0.546692	0.453308
Chr3A_a	16000000	18000000	0.545844	0.454156
Chr3A_a	18000000	20000000	0.543600	0.456400
Chr3A_a	20000000	22000000	0.539748	0.460252
Chr3A_a	22000000	24000000	0.533373	0.466627
Chr3A_a	24000000	26000000	0.531306	0.468694
Chr3A_a	26000000	28000000	0.536224	0.463776
Chr3A_a	28000000	30000000	0.548663	0.451337
Chr3A_a	30000000	32000000	0.541369	0.458631
Chr3A_a	32000000	34000000	0.552038	0.447962
Chr3A_a	34000000	36000000	0.544334	0.455667
Chr3A_a	36000000	38000000	0.541996	0.458004
Chr3A_a	38000000	40000000	0.534801	0.465198
Chr3A_a	40000000	42000000	0.547013	0.452987
Chr3A_a	42000000	44000000	0.515989	0.484010
Chr3A_a	44000000	46000000	0.547545	0.452455
Chr3A_a	46000000	48000000	0.552594	0.447406
Chr3A_a	48000000	50000000	0.544263	0.455737
Chr3A_a	50000000	52000000	0.545379	0.454621
Chr3A_a	52000000	54000000	0.543334	0.456666
Chr3A_a	54000000	56000000	0.555197	0.444804
Chr3A_a	56000000	58000000	0.550579	0.449421
Chr3A_a	58000000	60000000	0.541251	0.458748
Chr3A_a	60000000	62000000	0.539334	0.460667
Chr3A_a	62000000	64000000	0.542139	0.457861
Chr3A_a	64000000	66000000	0.535020	0.464979
Chr3A_a	66000000	68000000	0.527401	0.472599
Chr3A_a	68000000	70000000	0.530322	0.469678
Chr3A_a	70000000	72000000	0.526652	0.473348
Chr3A_a	72000000	74000000	0.535267	0.464732
Chr3A_a	74000000	76000000	0.532832	0.467168
Chr3A_a	76000000	78000000	0.528292	0.471707
Chr3A_a	78000000	80000000	0.542874	0.457126
Chr3A_a	80000000	82000000	0.545178	0.454822
Chr3A_a	82000000	84000000	0.556544	0.443455
Chr3A_a	84000000	86000000	0.549430	0.450570
Chr3A_a	86000000	88000000	0.550526	0.449474
Chr3A_a	88000000	90000000	0.549678	0.450322
Chr3A_a	90000000	92000000	0.539580	0.460420
Chr3A_a	92000000	94000000	0.538850	0.461150
Chr3A_a	94000000	96000000	0.543488	0.456512
Chr3A_a	96000000	98000000	0.539496	0.460505
Chr3A_a	98000000	100000000	0.536009	0.463991
Chr3A_a	100000000	102000000	0.546901	0.453099
Chr3A_a	102000000	104000000	0.548931	0.451070
Chr3A_a	104000000	106000000	0.538166	0.461834
Chr3A_a	106000000	108000000	0.539456	0.460544
Chr3A_a	108000000	110000000	0.547570	0.452430
Chr3A_a	110000000	112000000	0.552083	0.447917
Chr3A_a	112000000	114000000	0.545304	0.454695
Chr3A_a	114000000	116000000	0.548571	0.451429
Chr3A_a	116000000	118000000	0.534130	0.465870
Chr3A_a	118000000	120000000	0.533724	0.466276
Chr3A_a	120000000	122000000	0.539356	0.460645
Chr3A_a	122000000	124000000	0.543073	0.456928
Chr3A_a	124000000	126000000	0.546440	0.453460
Chr3A_a	126000000	128000000	0.534120	0.465730
Chr3A_a	128000000	130000000	0.550889	0.449061
Chr3A_a	130000000	132000000	0.541551	0.458450
Chr3A_a	132000000	134000000	0.544381	0.455569
Chr3A_a	134000000	134099696	0.514665	0.485335
Chr5B_a	0	2000000	0.540084	0.459816
Chr5B_a	2000000	4000000	0.542701	0.457299
Chr5B_a	4000000	6000000	0.546264	0.453737
Chr5B_a	6000000	8000000	0.548823	0.451176
Chr5B_a	8000000	10000000	0.545259	0.454741
Chr5B_a	10000000	12000000	0.545637	0.454363
Chr5B_a	12000000	14000000	0.538201	0.461799
Chr5B_a	14000000	16000000	0.543945	0.456055
Chr5B_a	16000000	18000000	0.542082	0.457918
Chr5B_a	18000000	20000000	0.535273	0.464677
Chr5B_a	20000000	22000000	0.538397	0.461603
Chr5B_a	22000000	24000000	0.542905	0.457095
Chr5B_a	24000000	26000000	0.547170	0.452830
Chr5B_a	26000000	28000000	0.534295	0.465705
Chr5B_a	28000000	30000000	0.528028	0.471972
Chr5B_a	30000000	32000000	0.528280	0.471720
Chr5B_a	32000000	34000000	0.533606	0.466394
Chr5B_a	34000000	36000000	0.529293	0.470706
Chr5B_a	36000000	38000000	0.530339	0.469662
Chr5B_a	38000000	40000000	0.520895	0.479104
Chr5B_a	40000000	42000000	0.525360	0.474640
Chr5B_a	42000000	44000000	0.537459	0.462541
Chr5B_a	44000000	46000000	0.517779	0.482222
Chr5B_a	46000000	48000000	0.535263	0.464736
Chr5B_a	48000000	50000000	0.538192	0.461808
Chr5B_a	50000000	52000000	0.512647	0.487353
Chr5B_a	52000000	54000000	0.542002	0.457998
Chr5B_a	54000000	56000000	0.532131	0.467869
Chr5B_a	56000000	58000000	0.532673	0.467277
Chr5B_a	58000000	60000000	0.534316	0.465684
Chr5B_a	60000000	62000000	0.534257	0.465744
Chr5B_a	62000000	64000000	0.531268	0.468733
Chr5B_a	64000000	66000000	0.519998	0.480002
Chr5B_a	66000000	68000000	0.527339	0.472661
Chr5B_a	68000000	70000000	0.546209	0.453791
Chr5B_a	70000000	72000000	0.539142	0.460858
Chr5B_a	72000000	74000000	0.545106	0.454894
Chr5B_a	74000000	76000000	0.538841	0.461159
Chr5B_a	76000000	78000000	0.547076	0.452924
Chr5B_a	78000000	80000000	0.547894	0.452056
Chr5B_a	80000000	82000000	0.531649	0.468350
Chr5B_a	82000000	84000000	0.553521	0.446479
Chr5B_a	84000000	86000000	0.543254	0.456746
Chr5B_a	86000000	88000000	0.547709	0.452241
Chr5B_a	88000000	90000000	0.550157	0.449843
Chr5B_a	90000000	92000000	0.549276	0.450724
Chr5B_a	92000000	94000000	0.549351	0.450599
Chr5B_a	94000000	96000000	0.543950	0.456050
Chr5B_a	96000000	98000000	0.544321	0.455679
Chr5B_a	98000000	100000000	0.554120	0.445830
Chr5B_a	100000000	102000000	0.545901	0.454049
Chr5B_a	102000000	104000000	0.546110	0.453890
Chr5B_a	104000000	106000000	0.543613	0.456387
Chr5B_a	106000000	108000000	0.546210	0.453790
Chr5B_a	108000000	110000000	0.541493	0.458506
Chr5B_a	110000000	112000000	0.546742	0.453258
Chr5B_a	112000000	112260586	0.529215	0.470785
Chr5A_a	0	2000000	0.539374	0.460576
Chr5A_a	2000000	4000000	0.535273	0.464527
Chr5A_a	4000000	6000000	0.536525	0.463275
Chr5A_a	6000000	8000000	0.542230	0.457669
Chr5A_a	8000000	10000000	0.540161	0.459839
Chr5A_a	10000000	12000000	0.546138	0.453862
Chr5A_a	12000000	14000000	0.537852	0.462148
Chr5A_a	14000000	16000000	0.548040	0.451960
Chr5A_a	16000000	18000000	0.545145	0.454855
Chr5A_a	18000000	20000000	0.539331	0.460669
Chr5A_a	20000000	22000000	0.544315	0.455685
Chr5A_a	22000000	24000000	0.541454	0.458496
Chr5A_a	24000000	26000000	0.534409	0.465591
Chr5A_a	26000000	28000000	0.539368	0.460632
Chr5A_a	28000000	30000000	0.539998	0.460003
Chr5A_a	30000000	32000000	0.536403	0.463598
Chr5A_a	32000000	34000000	0.544822	0.455178
Chr5A_a	34000000	36000000	0.544043	0.455957
Chr5A_a	36000000	38000000	0.544765	0.455234
Chr5A_a	38000000	40000000	0.531712	0.468288
Chr5A_a	40000000	42000000	0.546495	0.453505
Chr5A_a	42000000	44000000	0.552801	0.447199
Chr5A_a	44000000	46000000	0.553958	0.446043
Chr5A_a	46000000	48000000	0.550240	0.449760
Chr5A_a	48000000	50000000	0.542943	0.457057
Chr5A_a	50000000	52000000	0.539796	0.460204
Chr5A_a	52000000	54000000	0.539236	0.460764
Chr5A_a	54000000	56000000	0.518000	0.481999
Chr5A_a	56000000	58000000	0.535533	0.464467
Chr5A_a	58000000	60000000	0.536852	0.463147
Chr5A_a	60000000	62000000	0.558290	0.441710
Chr5A_a	62000000	64000000	0.551750	0.448251
Chr5A_a	64000000	66000000	0.546441	0.453559
Chr5A_a	66000000	68000000	0.537447	0.462553
Chr5A_a	68000000	70000000	0.536632	0.463369
Chr5A_a	70000000	72000000	0.550928	0.449073
Chr5A_a	72000000	74000000	0.539027	0.460973
Chr5A_a	74000000	76000000	0.538492	0.461508
Chr5A_a	76000000	78000000	0.536204	0.463796
Chr5A_a	78000000	80000000	0.540594	0.459406
Chr5A_a	80000000	82000000	0.535250	0.464750
Chr5A_a	82000000	84000000	0.540533	0.459467
Chr5A_a	84000000	86000000	0.553424	0.446576
Chr5A_a	86000000	88000000	0.539522	0.460479
Chr5A_a	88000000	90000000	0.540997	0.459003
